hotel_name,hotel_location,hotel_rating,hotel_star_rating,hotel_review_count,date,room_type,price,currency,amenities,availability,cancellation_policy,meal_plan
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-09,Premium,5534.0,INR,Parking;Breakfast;WiFi;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-09,Luxury Cottage,7725.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-09,Deluxe Double Room with Balcony,8100.0,INR,Parking;Breakfast;WiFi;Balcony;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-09,Silver Suite,10163.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-09,Cottage,11700.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-09,Villa With Private Pool,11956.0,INR,Garden View;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-09,Gold Suite,11956.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-09,Junior Suite,15300.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-09,One-Bedroom Villa,18000.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Vinayak Guest House,,,,,2025-12-09,No Rooms Found,,INR,,Not Available,,
The Divine Hotel,"Shyam Nagar, Jaipur",7.5,2,377,2025-12-09,Suite 50 m²,1743.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-09,king Free WiFi See details Original Price,2000.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-09,Deluxe Quadruple Room 200 m²,3856.0,INR,,Available,,
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-09,Family Room,7112.0,INR,Air Conditioning;Super Saver;Parking;Breakfast;WiFi;Pool Access;Minibar;City View;Wi-Fi [free],Available,Non-refundable,Breakfast Included
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-09,"Family Suite: Enjoy Happy Hours with 2+1 offer, 20% off on F&B services,20% Off on Laundry service ,",8775.0,INR,Parking;Breakfast;WiFi;City View;Air Conditioning,Available,,Breakfast Included
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-09,Family Suite,10363.0,INR,Super Saver;Parking;Breakfast;WiFi;Pool Access;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-09,Deluxe Premier Twin,3787.0,INR,Parking;Free Wi-Fi;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-09,Double Room,3843.0,INR,Parking;Free Wi-Fi;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-09,Deluxe Premier Room,4220.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-09,Luxury Suite,6080.0,INR,Parking;Breakfast;WiFi;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-09,Junior Suite,6479.0,INR,Parking;Breakfast;WiFi;Minibar;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-09,Deluxe Suite,9179.0,INR,Parking;Breakfast;WiFi;Minibar;Air Conditioning,Available,,Breakfast Included
Zostel Jaipur,"Amer, Jaipur",8.5,3,794,2025-12-09,No Rooms Found,,INR,,Not Available,,
Hotel Meenakshi Palace,"Bani Park, Jaipur",7.0,3,23,2025-12-09,Triple Room,1028.0,INR,Breakfast;WiFi;Balcony;City View;Air Conditioning,Available,Free Cancellation,Breakfast Included
Umaid Mahal - A Heritage Style Boutique Hotel,"Bani Park, Jaipur",8.5,4,2666,2025-12-09,king Express check-in Free WiFi See details Original Price,6937.0,INR,,Available,,
Umaid Mahal - A Heritage Style Boutique Hotel,"Bani Park, Jaipur",8.5,4,2666,2025-12-09,king Express check-in Free WiFi See details,7156.0,INR,,Available,,
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-09,Premium Room,,INR,Breakfast;City View;Air Conditioning;Parking,Not Available,,Breakfast Included
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-09,Superior Room,,INR,Breakfast;Air Conditioning;Parking,Not Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-09,king form just before the payment page,56942.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-09,king Express check-in Free WiFi See details Original Price,56942.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-09,king Bike rental Express check-in Free WiFi See details Original Price,56942.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-09,King Bed Room 43 m²,62839.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-09,Suite 60 m²,73095.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-09,Twin 46 m²,65394.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-09,king bed Your kid can stay for FREE,64131.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-09,king bed 8,71286.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-09,Twin 104 m²,68500.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-09,king bed Bathtub Hair dryer Shower Air conditioning Mini bar Coffee,73814.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-09,Twin 105 m²,68500.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-09,king bed Recommended Your kid can stay for FREE,113093.0,INR,,Available,,
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-10,Premium,5890.0,INR,Parking;Breakfast;WiFi;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-10,Deluxe Double Room with Balcony,9000.0,INR,Parking;Breakfast;WiFi;Balcony;Spa Access;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-09,No Rooms Found,,INR,,Not Available,,
Leisure Inn Grand Chanakya,"Ashok Nagar, Jaipur",7.6,5,1420,2025-12-09,Standard Room,,INR,,Not Available,,
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-09,No Rooms Found,,INR,,Not Available,,
The Divine Hotel,"Shyam Nagar, Jaipur",7.5,2,377,2025-12-10,Suite 50 m²,1670.0,INR,,Available,,
Hotel Meenakshi Palace,"Bani Park, Jaipur",7.0,3,23,2025-12-10,Triple Room,1029.0,INR,Breakfast;WiFi;Balcony;City View;Air Conditioning,Available,Free Cancellation,Breakfast Included
Umaid Mahal - A Heritage Style Boutique Hotel,"Bani Park, Jaipur",8.5,4,2666,2025-12-10,king Express check-in Free WiFi See details Original Price,6933.0,INR,,Available,,
Umaid Mahal - A Heritage Style Boutique Hotel,"Bani Park, Jaipur",8.5,4,2666,2025-12-10,king Express check-in Free WiFi See details,7156.0,INR,,Available,,
Vinayak Guest House,,,,,2025-12-10,king Free WiFi See details Original Price,1302.0,INR,,Available,,
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-10,Royal Room,5357.0,INR,Air Conditioning;Super Saver;Parking;Breakfast;WiFi;Pool Access;Minibar;City View;Wi-Fi [free],Available,Non-refundable,Breakfast Included
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-10,"Family Suite: Enjoy Happy Hours with 2+1 offer, 20% off on F&B services,20% Off on Laundry service ,",8775.0,INR,Parking;Breakfast;WiFi;City View;Air Conditioning,Available,,Breakfast Included
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-10,Family Suite,10361.0,INR,Super Saver;Parking;Breakfast;WiFi;Pool Access;City View;Air Conditioning,Available,,Breakfast Included
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-10,king Free WiFi See details Original Price,2000.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-10,Deluxe Quadruple Room 200 m²,3856.0,INR,,Available,,
Hotel Magenta,"Bani Park, Jaipur",7.1,4,613,2025-12-09,No Rooms Found,,INR,,Not Available,,
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-10,Deluxe Premier Twin,3727.0,INR,Parking;Free Wi-Fi;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-10,Double Room,3966.0,INR,Parking;Free Wi-Fi;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-10,Deluxe Premier Room,4355.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-10,Luxury Suite,6274.0,INR,Parking;Breakfast;WiFi;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-10,Junior Suite,6479.0,INR,Parking;Breakfast;WiFi;Minibar;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-10,Deluxe Suite,9179.0,INR,Parking;Breakfast;WiFi;Minibar;Air Conditioning,Available,,Breakfast Included
Zostel Jaipur,"Amer, Jaipur",8.5,3,794,2025-12-10,Deluxe 24 m²,2366.0,INR,,Available,,
Leisure Inn Grand Chanakya,"Ashok Nagar, Jaipur",7.6,5,1420,2025-12-10,Standard Room,,INR,,Not Available,,
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-10,Superior Double,5251.0,INR,Minibar;Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-10,No Rooms Found,,INR,,Not Available,,
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-10,Premium Room,,INR,Breakfast;City View;Air Conditioning;Parking,Not Available,,Breakfast Included
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-10,Superior Room,,INR,Breakfast;Air Conditioning;Parking,Not Available,,
Vinayak Guest House,,,,,2025-12-11,king Free WiFi See details Original Price,1302.0,INR,,Available,,
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-11,No Rooms Found,,INR,,Not Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-11,king Free WiFi See details Original Price,2000.0,INR,,Available,,
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-11,Deluxe Premier Twin,3957.0,INR,Parking;Free Wi-Fi;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-11,Double Room,4046.0,INR,Parking;Free Wi-Fi;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-11,Luxury Suite,6399.0,INR,Parking;Breakfast;WiFi;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-11,Deluxe Suite,9179.0,INR,Parking;Breakfast;WiFi;Minibar;Air Conditioning,Available,,Breakfast Included
The Divine Hotel,"Shyam Nagar, Jaipur",7.5,2,377,2025-12-11,Suite 50 m²,1411.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-10,No Rooms Found,,INR,,Not Available,,
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-11,Royal Room,5747.0,INR,Air Conditioning;Super Saver;Parking;Breakfast;WiFi;Pool Access;Minibar;City View;Wi-Fi [free],Available,,Breakfast Included
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-11,"Family Suite: Enjoy Happy Hours with 2+1 offer, 20% off on F&B services,20% Off on Laundry service ,",8775.0,INR,Parking;Breakfast;WiFi;City View;Air Conditioning,Available,,Breakfast Included
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-11,Family Suite,10370.0,INR,Super Saver;Parking;Breakfast;WiFi;Pool Access;City View;Air Conditioning,Available,,Breakfast Included
Hotel Meenakshi Palace,"Bani Park, Jaipur",7.0,3,23,2025-12-11,Triple Room,1207.0,INR,Breakfast;City View;Air Conditioning;WiFi,Available,Free Cancellation,Breakfast Included
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-11,Superior Twin,4924.0,INR,Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-11,Superior Double,4924.0,INR,Minibar;Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
Umaid Mahal - A Heritage Style Boutique Hotel,"Bani Park, Jaipur",8.5,4,2666,2025-12-11,No Rooms Found,,INR,,Not Available,,
Zostel Jaipur,"Amer, Jaipur",8.5,3,794,2025-12-11,Deluxe 24 m²,2366.0,INR,,Available,,
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-11,Deluxe Room,11040.0,INR,Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-11,Cottage with Jacuzzi,16089.0,INR,Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-11,Cottage with Private Pool,18211.0,INR,Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Vinayak Guest House,,,,,2025-12-12,king Free WiFi See details Original Price,1641.0,INR,,Available,,
Leisure Inn Grand Chanakya,"Ashok Nagar, Jaipur",7.6,5,1420,2025-12-11,Standard Room,,INR,,Not Available,,
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-12,Premium,5567.0,INR,Parking;Breakfast;WiFi;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-12,Luxury Cottage,7276.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-12,Deluxe Double Room with Balcony,9000.0,INR,Parking;Breakfast;WiFi;Balcony;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-12,Silver Suite,10817.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-12,Cottage,11500.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-12,Villa With Private Pool,12726.0,INR,Garden View;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-12,Gold Suite,12726.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-12,Junior Suite,17000.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-12,One-Bedroom Villa,20000.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-11,Premium Room,,INR,Breakfast;City View;Air Conditioning;Parking,Not Available,,Breakfast Included
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-11,Superior Room,,INR,Breakfast;Air Conditioning;Parking,Not Available,,
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-12,Superior Twin,5507.0,INR,Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-12,Superior Double,5507.0,INR,Minibar;Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
Hotel Meenakshi Palace,"Bani Park, Jaipur",7.0,3,23,2025-12-12,Triple Room,1029.0,INR,Breakfast;WiFi;Balcony;City View;Air Conditioning,Available,Free Cancellation,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-12,Deluxe Premier Twin,3727.0,INR,Parking;Free Wi-Fi;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-12,Double Room,3966.0,INR,Parking;Free Wi-Fi;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-12,Luxury Suite,6274.0,INR,Parking;Breakfast;WiFi;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-12,Deluxe Suite,9179.0,INR,Parking;Breakfast;WiFi;Minibar;Air Conditioning,Available,,Breakfast Included
The Divine Hotel,"Shyam Nagar, Jaipur",7.5,2,377,2025-12-12,Suite 50 m²,1670.0,INR,,Available,,
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-12,Deluxe,2912.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-12,Royal Room,5476.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-12,Family Room,7009.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-12,Family Suite,10125.0,INR,Price includes 15% discount!;Parking;Breakfast;WiFi;Pool Access;City View;Air Conditioning,Available,,Breakfast Included
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-11,No Rooms Found,,INR,,Not Available,,
Vinayak Guest House,,,,,2025-12-13,No Rooms Found,,INR,,Not Available,,
Hotel Magenta,"Bani Park, Jaipur",7.1,4,613,2025-12-10,No Rooms Found,,INR,,Not Available,,
Zostel Jaipur,"Amer, Jaipur",8.5,3,794,2025-12-12,Deluxe 24 m²,2366.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-12,king Free WiFi See details Original Price,2000.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-12,king Free WiFi See details,6823.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-12,Deluxe - 1 Queen Bed 150 m²,2164.0,INR,,Available,,
Leisure Inn Grand Chanakya,"Ashok Nagar, Jaipur",7.6,5,1420,2025-12-12,Standard Room,,INR,,Not Available,,
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-13,Premium,5902.0,INR,Parking;Breakfast;WiFi;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-13,Luxury Cottage,7303.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-13,Deluxe Double Room with Balcony,9000.0,INR,Parking;Breakfast;WiFi;Balcony;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-13,Silver Suite,10857.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-13,Cottage,11500.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-13,Villa With Private Pool,12773.0,INR,Garden View;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-13,Gold Suite,12773.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-13,Junior Suite,17000.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-13,One-Bedroom Villa,20000.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-12,Deluxe Room,11040.0,INR,Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-12,Cottage with Private Pool,18211.0,INR,Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Umaid Mahal - A Heritage Style Boutique Hotel,"Bani Park, Jaipur",8.5,4,2666,2025-12-12,king Express check-in Free WiFi See details Original Price,6933.0,INR,,Available,,
Umaid Mahal - A Heritage Style Boutique Hotel,"Bani Park, Jaipur",8.5,4,2666,2025-12-12,king Express check-in Free WiFi See details,7203.0,INR,,Available,,
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-12,Premium Room,,INR,Breakfast;City View;Air Conditioning;Parking,Not Available,Free Cancellation,Breakfast Included
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-12,Superior Room,,INR,Breakfast;Air Conditioning;Parking,Not Available,,
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-13,Superior Twin,6366.0,INR,Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-13,Superior Double,6366.0,INR,Minibar;Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-13,Double Room,4156.0,INR,Parking;Free Wi-Fi;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-13,Deluxe Premier Room,4442.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-13,Junior Suite,6479.0,INR,Parking;Breakfast;WiFi;Minibar;Air Conditioning,Available,,Breakfast Included
Hotel Meenakshi Palace,"Bani Park, Jaipur",7.0,3,23,2025-12-13,Triple Room,1207.0,INR,Breakfast;City View;Air Conditioning;WiFi,Available,Free Cancellation,Breakfast Included
Vinayak Guest House,,,,,2025-12-14,No Rooms Found,,INR,,Not Available,,
Zostel Jaipur,"Amer, Jaipur",8.5,3,794,2025-12-13,No Rooms Found,,INR,,Not Available,,
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-14,Premium,5567.0,INR,Parking;Breakfast;WiFi;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-14,Luxury Cottage,7276.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-14,Deluxe Double Room with Balcony,9000.0,INR,Parking;Breakfast;WiFi;Balcony;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-14,Silver Suite,10817.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-14,Cottage,11500.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-14,Villa With Private Pool,12726.0,INR,Garden View;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-14,Gold Suite,12726.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
