hotel_name,hotel_location,hotel_rating,hotel_star_rating,hotel_review_count,date,room_type,price,currency,amenities,availability,cancellation_policy,meal_plan
Khush Haveli,"Removed from saved list Khush Haveli Jalupura, Jaipur",9.8,,7,2025-12-17,Single Room,1500.0,INR,Air Conditioning,Available,,
Raghunath Haveli - A Boutique Homestay,"Amer, Jaipur",9.5,4,277,2025-12-13,No Rooms Found,,INR,,Not Available,,
Hotel Bissau Palace,"Shastri Nagar, Jaipur",8.2,3,1369,2025-12-10,king Express check-in Free WiFi See details,6045.0,INR,,Available,,
Moustache Hostel Jaipur,"Sindhi Camp, Jaipur",8.5,5,2339,2025-12-13,Superior  Double Room 18 m²,3334.0,INR,,Available,,
The Grand Anukampa Richi Rich Studio,"Shyam Nagar, Jaipur",7.1,4,446,2025-12-17,No Rooms Found,,INR,,Not Available,,
Hotel Highway King Bagru,"Bichpari, Jaipur",8.0,3,235,2025-12-17,King Double Room,3336.0,INR,Garden View;Parking;Air Conditioning;WiFi,Available,Non-refundable,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2026-01-07,king form just before the payment page,68833.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2026-01-07,king Express check-in Free WiFi See details Original Price,68833.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2026-01-07,king Bike rental Express check-in Free WiFi See details Original Price,68833.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2026-01-07,King Bed Room 43 m²,68833.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2026-01-07,Suite 60 m²,73095.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2026-01-07,king bed Recommended Preferred by Couples 10,113093.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2026-01-07,Suite 214 m²,400000.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2026-01-07,king Express check-in Free WiFi See details,400000.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2026-01-07,king bed Sold out at,49890.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2026-01-07,Twin 46 m²,48912.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-22,king Smoke-free property Garden About us Nestled in the vibrant area of Amer,12695.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-22,king Free WiFi See details Last minute price drop,8415.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-22,Single - Room 11 m²,8100.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-22,queen bed Sold out at,4252.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-22,King 20 m²,4648.0,INR,,Available,,
Sugan Niwas Palace,,,,,2025-12-18,king Free WiFi See details Cheapest price you,5892.0,INR,,Available,,
Sugan Niwas Palace,,,,,2025-12-18,king Free WiFi See details Original Price,5892.0,INR,,Available,,
"The Fern Residency, Jaipur","The Fern Residency, Jaipur",8.3,4,1183,2025-12-17,Winter Green Room,6720.0,INR,Air Conditioning;Super Saver;Parking;Breakfast;WiFi;Minibar;City View;Wi-Fi [free],Available,,Breakfast Included
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-11,king Very good facilities - rated 8,1062.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-11,king Express check-in Free WiFi See details Cheapest price you,37268.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-11,king Express check-in Free WiFi See details Original Price,37268.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-11,king Express check-in Free WiFi See details Last minute price drop,37268.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-11,Luxury Pool,1062.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-11,king Express check-in Free WiFi See details,21250.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-11,Luxury Pool and Spa Villa Max 3 adults 1 king bed,1062.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-11,king bed,13971.0,INR,,Available,,
Hilton Jaipur,"Bais Godam, Jaipur",8.4,5,1912,2025-12-24,King Guest Room With City View 34 Sqm/beer Bucket Per Stay/ Wifi/sofa Rain Shower/sep Bathtub/tea-co,14690.0,INR,Minibar;Breakfast;WiFi;Early Booking Saver.;City View;Air Conditioning,Available,Non-refundable,Breakfast Included
Hilton Jaipur,"Bais Godam, Jaipur",8.4,5,1912,2025-12-24,Early Booking Saver.,14690.0,INR,Early Booking Saver.;Breakfast;Air Conditioning;Minibar,Available,Non-refundable,Breakfast Included
Hilton Jaipur,"Bais Godam, Jaipur",8.4,5,1912,2025-12-24,King Executive Room With Lounge Access 34 Sqm/bfst-drinks-snacks In Lounge/high Flr Comp Std Wifi/hd,15969.0,INR,Minibar;Wi-Fi [free];Breakfast;WiFi;Balcony;Early Booking Saver.;City View;Air Conditioning,Available,Non-refundable,Breakfast Included
Hilton Jaipur,"Bais Godam, Jaipur",8.4,5,1912,2025-12-24,King Executive Room With City View 34 Sqm/bfst-drinks-snacks In Lounge/high Flr Comp Std Wifi/hd Sat,16390.0,INR,Minibar;Breakfast;WiFi;Early Booking Saver.;City View;Air Conditioning,Available,Non-refundable,Breakfast Included
Hilton Jaipur,"Bais Godam, Jaipur",8.4,5,1912,2025-12-24,King 1 Bedroom Suite With City View 62 Sqm/bfst-drinks-snacks In Lounge/media Hub Large Seating Area,23190.0,INR,Minibar;Breakfast;Early Booking Saver.;City View;Air Conditioning,Available,Non-refundable,Breakfast Included
Milestone 251,"Bani Park, Jaipur",8.7,3,778,2025-12-12,Premium,3554.0,INR,Parking;Free Wi-Fi;Breakfast;WiFi;Balcony;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Milestone 251,"Bani Park, Jaipur",8.7,3,778,2025-12-12,Premium Plus,3983.0,INR,Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Milestone 251,"Bani Park, Jaipur",8.7,3,778,2025-12-12,Family Room,4966.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Hotel Bissau Palace,"Shastri Nagar, Jaipur",8.2,3,1369,2025-12-11,Premium Suite,10212.0,INR,Air Conditioning;Parking;Breakfast;WiFi;Garden View,Available,,Breakfast Included
Hotel Highway King Bagru,"Bichpari, Jaipur",8.0,3,235,2025-12-18,King Double Room,3176.0,INR,Garden View;Parking;Air Conditioning;WiFi,Available,Non-refundable,
The Grand Anukampa Richi Rich Studio,"Shyam Nagar, Jaipur",7.1,4,446,2025-12-18,No Rooms Found,,INR,,Not Available,,
Hyatt Place Jaipur Malviya Nagar,"Jaipur Airport, Jaipur",8.1,4,2254,2025-12-09,king Free parking Looks like there,7000.0,INR,,Available,,
Hyatt Place Jaipur Malviya Nagar,"Jaipur Airport, Jaipur",8.1,4,2254,2025-12-09,Twin Bed 28 m²,7000.0,INR,,Available,,
Hyatt Place Jaipur Malviya Nagar,"Jaipur Airport, Jaipur",8.1,4,2254,2025-12-09,Twin Beds Max 3 adults 1 single bed and 1 sofa bed Your kid can stay for FREE,8580.0,INR,,Available,,
Hyatt Place Jaipur Malviya Nagar,"Jaipur Airport, Jaipur",8.1,4,2254,2025-12-09,King Bed 28 m²,8680.0,INR,,Available,,
Hyatt Place Jaipur Malviya Nagar,"Jaipur Airport, Jaipur",8.1,4,2254,2025-12-09,Twin Room,8680.0,INR,,Available,,
Hotel Magenta,"Bani Park, Jaipur",7.1,4,613,2025-12-29,No Rooms Found,,INR,,Not Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-23,king Smoke-free property Garden About us Nestled in the vibrant area of Amer,8100.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-23,king Free WiFi See details Original Price,8415.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-23,queen bed Sold out at,4252.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-23,King 20 m²,4648.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-23,Suite 41 m²,4655.0,INR,,Available,,
Raghunath Haveli - A Boutique Homestay,"Amer, Jaipur",9.5,4,277,2025-12-14,Superior King Room 22 m²,3520.0,INR,,Available,,
Raghunath Haveli - A Boutique Homestay,"Amer, Jaipur",9.5,4,277,2025-12-14,Superior Queen Room 14 m²,2599.0,INR,,Available,,
Raghunath Haveli - A Boutique Homestay,"Amer, Jaipur",9.5,4,277,2025-12-14,Double Room 15 m²,3128.0,INR,,Available,,
Raghunath Haveli - A Boutique Homestay,"Amer, Jaipur",9.5,4,277,2025-12-14,Deluxe King Suite 34 m²,4927.0,INR,,Available,,
Khush Haveli,"Removed from saved list Khush Haveli Jalupura, Jaipur",9.8,,7,2025-12-18,No Rooms Found,,INR,,Not Available,,
Hilton Jaipur,"Bais Godam, Jaipur",8.4,5,1912,2025-12-25,King Guest Room With City View 34 Sqm/beer Bucket Per Stay/ Wifi/sofa Rain Shower/sep Bathtub/tea-co,18060.0,INR,Minibar;Breakfast;WiFi;Early Booking Saver.;City View;Air Conditioning,Available,Non-refundable,Breakfast Included
Hilton Jaipur,"Bais Godam, Jaipur",8.4,5,1912,2025-12-25,Early Booking Saver.,18060.0,INR,Early Booking Saver.;Breakfast;Air Conditioning;Minibar,Available,Non-refundable,Breakfast Included
Hilton Jaipur,"Bais Godam, Jaipur",8.4,5,1912,2025-12-25,King Executive Room With Lounge Access 34 Sqm/bfst-drinks-snacks In Lounge/high Flr Comp Std Wifi/hd,19779.0,INR,Minibar;Wi-Fi [free];Breakfast;WiFi;Balcony;Early Booking Saver.;City View;Air Conditioning,Available,Non-refundable,Breakfast Included
Hilton Jaipur,"Bais Godam, Jaipur",8.4,5,1912,2025-12-25,King Executive Room With City View 34 Sqm/bfst-drinks-snacks In Lounge/high Flr Comp Std Wifi/hd Sat,20209.0,INR,Minibar;Breakfast;WiFi;Early Booking Saver.;City View;Air Conditioning,Available,Non-refundable,Breakfast Included
Hilton Jaipur,"Bais Godam, Jaipur",8.4,5,1912,2025-12-25,King 1 Bedroom Suite With City View 62 Sqm/bfst-drinks-snacks In Lounge/media Hub Large Seating Area,28520.0,INR,Minibar;Breakfast;Early Booking Saver.;City View;Air Conditioning,Available,Non-refundable,Breakfast Included
Hotel Highway King Bagru,"Bichpari, Jaipur",8.0,3,235,2025-12-19,King Double Room,3336.0,INR,Garden View;Parking;Air Conditioning;WiFi,Available,Non-refundable,
Sugan Niwas Palace,,,,,2025-12-19,No Rooms Found,,INR,,Not Available,,
Gypsy Monkey,"Sindhi Camp, Jaipur",8.3,2,1655,2025-12-17,Deluxe Room,,INR,,Not Available,,
Hotel Bissau Palace,"Shastri Nagar, Jaipur",8.2,3,1369,2025-12-12,Premium Suite,10219.0,INR,Air Conditioning;Parking;Breakfast;WiFi;Garden View,Available,,Breakfast Included
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-12,king Very good facilities - rated 8,1062.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-12,king Express check-in Free WiFi See details Cheapest price you,27042.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-12,king Express check-in Free WiFi See details Original Price,25808.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-12,king bed,1062.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-12,king Express check-in Free WiFi See details Last minute price drop,22985.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-12,king bed Electric kettle Private bathroom Hair dryer Shower Air conditioning Balcony,1062.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-12,Single Bedroom Garden Villa 209 m²,1062.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-12,Luxury Garden,1062.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-12,Luxury Pool,1062.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-12,Luxury Pool and Spa Villa Max 3 adults,1062.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-12,king Express check-in Free WiFi See details,42543.0,INR,,Available,,
Moustache Hostel Jaipur,"Sindhi Camp, Jaipur",8.5,5,2339,2025-12-14,No Rooms Found,,INR,,Not Available,,
"The Fern Residency, Jaipur","The Fern Residency, Jaipur",8.3,4,1183,2025-12-18,Winter Green Room,6720.0,INR,Air Conditioning;Super Saver;Parking;Breakfast;WiFi;Minibar;City View;Wi-Fi [free],Available,,Breakfast Included
The Grand Anukampa Richi Rich Studio,"Shyam Nagar, Jaipur",7.1,4,446,2025-12-19,No Rooms Found,,INR,,Not Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-24,king Smoke-free property Garden About us Nestled in the vibrant area of Amer,8100.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-24,king Free WiFi See details Original Price,8415.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-24,queen bed Sold out at,4252.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-24,King 20 m²,4648.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-24,Suite 41 m²,4655.0,INR,,Available,,
Hyatt Place Jaipur Malviya Nagar,"Jaipur Airport, Jaipur",8.1,4,2254,2025-12-10,king Free parking Looks like there,14280.0,INR,,Available,,
Hyatt Place Jaipur Malviya Nagar,"Jaipur Airport, Jaipur",8.1,4,2254,2025-12-10,Twin Beds Max 3 adults 1 single bed and 1 sofa bed Non-smoking 2 adults,15150.0,INR,,Available,,
Hyatt Place Jaipur Malviya Nagar,"Jaipur Airport, Jaipur",8.1,4,2254,2025-12-10,King Bed 28 m²,12661.0,INR,,Available,,
Hyatt Place Jaipur Malviya Nagar,"Jaipur Airport, Jaipur",8.1,4,2254,2025-12-10,Twin Room,15780.0,INR,,Available,,
Hilton Jaipur,"Bais Godam, Jaipur",8.4,5,1912,2025-12-26,Early Booking Saver.,19900.0,INR,Minibar;Wi-Fi [free];Breakfast;WiFi;Balcony;Early Booking Saver.;City View;Air Conditioning,Available,Non-refundable,Breakfast Included
Hilton Jaipur,"Bais Godam, Jaipur",8.4,5,1912,2025-12-26,King Executive Room With Lounge Access 34 Sqm/bfst-drinks-snacks In Lounge/high Flr Comp Std Wifi/hd,19900.0,INR,Minibar;Wi-Fi [free];Breakfast;WiFi;Balcony;Early Booking Saver.;City View;Air Conditioning,Available,Non-refundable,Breakfast Included
Hilton Jaipur,"Bais Godam, Jaipur",8.4,5,1912,2025-12-26,King Executive Room With City View 34 Sqm/bfst-drinks-snacks In Lounge/high Flr Comp Std Wifi/hd Sat,20400.0,INR,Minibar;Breakfast;WiFi;Early Booking Saver.;City View;Air Conditioning,Available,Non-refundable,Breakfast Included
Hilton Jaipur,"Bais Godam, Jaipur",8.4,5,1912,2025-12-26,King 1 Bedroom Suite With City View 62 Sqm/bfst-drinks-snacks In Lounge/media Hub Large Seating Area,31400.0,INR,Minibar;Breakfast;Early Booking Saver.;City View;Air Conditioning,Available,Non-refundable,Breakfast Included
Raghunath Haveli - A Boutique Homestay,"Amer, Jaipur",9.5,4,277,2025-12-15,Deluxe Queen Room 14 m²,2750.0,INR,,Available,,
Raghunath Haveli - A Boutique Homestay,"Amer, Jaipur",9.5,4,277,2025-12-15,Superior King Room 22 m²,3520.0,INR,,Available,,
Raghunath Haveli - A Boutique Homestay,"Amer, Jaipur",9.5,4,277,2025-12-15,Superior Queen Room 14 m²,2599.0,INR,,Available,,
Raghunath Haveli - A Boutique Homestay,"Amer, Jaipur",9.5,4,277,2025-12-15,Deluxe King Room 22 m²,3555.0,INR,,Available,,
Milestone 251,"Bani Park, Jaipur",8.7,3,778,2025-12-13,No Rooms Found,,INR,,Not Available,,
Khush Haveli,"Removed from saved list Khush Haveli Jalupura, Jaipur",9.8,,7,2025-12-19,No Rooms Found,,INR,,Not Available,,
Hotel Highway King Bagru,"Bichpari, Jaipur",8.0,3,235,2025-12-20,King Double Room,3176.0,INR,Garden View;Parking;Air Conditioning;WiFi,Available,Non-refundable,
Sugan Niwas Palace,,,,,2025-12-20,No Rooms Found,,INR,,Not Available,,
Hotel Bissau Palace,"Shastri Nagar, Jaipur",8.2,3,1369,2025-12-13,king Express check-in Free WiFi See details,6045.0,INR,,Available,,
The Grand Anukampa Richi Rich Studio,"Shyam Nagar, Jaipur",7.1,4,446,2025-12-20,No Rooms Found,,INR,,Not Available,,
"The Fern Residency, Jaipur","The Fern Residency, Jaipur",8.3,4,1183,2025-12-19,Winter Green Room,5551.0,INR,Air Conditioning;Super Saver;Parking;Breakfast;WiFi;Minibar;City View;Wi-Fi [free],Available,,Breakfast Included
Hotel Magenta,"Bani Park, Jaipur",7.1,4,613,2025-12-30,No Rooms Found,,INR,,Not Available,,
Gypsy Monkey,"Sindhi Camp, Jaipur",8.3,2,1655,2025-12-18,Deluxe Room,,INR,,Not Available,,
Hyatt Place Jaipur Malviya Nagar,"Jaipur Airport, Jaipur",8.1,4,2254,2025-12-11,king Free parking Looks like there,15560.0,INR,,Available,,
Hyatt Place Jaipur Malviya Nagar,"Jaipur Airport, Jaipur",8.1,4,2254,2025-12-11,King Bed 28 m²,15840.0,INR,,Available,,
Hyatt Place Jaipur Malviya Nagar,"Jaipur Airport, Jaipur",8.1,4,2254,2025-12-11,Twin Beds Max 3 adults 1 single bed and 1 sofa bed Your kid can stay for FREE,16510.0,INR,,Available,,
Hyatt Place Jaipur Malviya Nagar,"Jaipur Airport, Jaipur",8.1,4,2254,2025-12-11,Twin Room,16750.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-25,king Smoke-free property Garden About us Nestled in the vibrant area of Amer,8100.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-25,king Free WiFi See details Original Price,8415.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-25,queen bed Sold out at,4252.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-25,King 20 m²,4648.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-25,Suite 41 m²,4655.0,INR,,Available,,
Hilton Jaipur,"Bais Godam, Jaipur",8.4,5,1912,2025-12-27,No Rooms Found,,INR,,Not Available,,
Khush Haveli,"Removed from saved list Khush Haveli Jalupura, Jaipur",9.8,,7,2025-12-20,Single Room,1500.0,INR,Air Conditioning,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-13,king Very good facilities - rated 8,1062.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-13,king Express check-in Free WiFi See details Cheapest price you,37268.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-13,king Express check-in Free WiFi See details Original Price,37268.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-13,Luxury Pool,1062.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-13,Luxury Pool and Spa Villa Max 3 adults 1 king bed,1062.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-13,king Express check-in Free WiFi See details,45093.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-13,king Express check-in Free WiFi See details Last minute price drop,52752.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-13,king bed,13971.0,INR,,Available,,
Milestone 251,"Bani Park, Jaipur",8.7,3,778,2025-12-14,Premium,3066.0,INR,Parking;Free Wi-Fi;Breakfast;WiFi;Balcony;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Milestone 251,"Bani Park, Jaipur",8.7,3,778,2025-12-14,Premium Plus,3487.0,INR,Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Milestone 251,"Bani Park, Jaipur",8.7,3,778,2025-12-14,Family Room,4475.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Hotel Highway King Bagru,"Bichpari, Jaipur",8.0,3,235,2025-12-21,King Double Room,3336.0,INR,Garden View;Parking;Air Conditioning;WiFi,Available,Non-refundable,
The Grand Anukampa Richi Rich Studio,"Shyam Nagar, Jaipur",7.1,4,446,2025-12-21,No Rooms Found,,INR,,Not Available,,
Raghunath Haveli - A Boutique Homestay,"Amer, Jaipur",9.5,4,277,2025-12-16,Deluxe King Room 22 m²,3555.0,INR,,Available,,
Raghunath Haveli - A Boutique Homestay,"Amer, Jaipur",9.5,4,277,2025-12-16,Double Room 15 m²,3128.0,INR,,Available,,
Moustache Hostel Jaipur,"Sindhi Camp, Jaipur",8.5,5,2339,2025-12-15,Superior  Double Room 18 m²,3334.0,INR,,Available,,
Sugan Niwas Palace,,,,,2025-12-21,king Free WiFi See details Cheapest price you,5998.0,INR,,Available,,
Sugan Niwas Palace,,,,,2025-12-21,king Free WiFi See details Original Price,5998.0,INR,,Available,,
Sugan Niwas Palace,,,,,2025-12-21,king Free WiFi See details,6188.0,INR,,Available,,
Hotel Bissau Palace,"Shastri Nagar, Jaipur",8.2,3,1369,2025-12-14,No Rooms Found,,INR,,Not Available,,
"The Fern Residency, Jaipur","The Fern Residency, Jaipur",8.3,4,1183,2025-12-20,No Rooms Found,,INR,,Not Available,,
Hotel Magenta,"Bani Park, Jaipur",7.1,4,613,2025-12-31,No Rooms Found,,INR,,Not Available,,
Hilton Jaipur,"Bais Godam, Jaipur",8.4,5,1912,2025-12-28,King Executive Room With Lounge Access 34 Sqm/bfst-drinks-snacks In Lounge/high Flr Comp Std Wifi/hd,20400.0,INR,Wi-Fi [free];Breakfast;WiFi;Balcony;Minibar;City View;Air Conditioning,Available,Non-refundable,Breakfast Included
Hilton Jaipur,"Bais Godam, Jaipur",8.4,5,1912,2025-12-28,King Executive Room With City View 34 Sqm/bfst-drinks-snacks In Lounge/high Flr Comp Std Wifi/hd Sat,20900.0,INR,Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,Non-refundable,Breakfast Included
Khush Haveli,"Removed from saved list Khush Haveli Jalupura, Jaipur",9.8,,7,2025-12-21,Double Room,1800.0,INR,Air Conditioning,Available,,
Khush Haveli,"Removed from saved list Khush Haveli Jalupura, Jaipur",9.8,,7,2025-12-21,Single Room,1500.0,INR,Air Conditioning,Available,,
Hyatt Place Jaipur Malviya Nagar,"Jaipur Airport, Jaipur",8.1,4,2254,2025-12-12,king Free parking Looks like there,9000.0,INR,,Available,,
Hyatt Place Jaipur Malviya Nagar,"Jaipur Airport, Jaipur",8.1,4,2254,2025-12-12,Twin Bed 28 m²,9000.0,INR,,Available,,
Hyatt Place Jaipur Malviya Nagar,"Jaipur Airport, Jaipur",8.1,4,2254,2025-12-12,Twin Beds Max 3 adults 1 single bed and 1 sofa bed Non-smoking 2 adults,10000.0,INR,,Available,,
Hyatt Place Jaipur Malviya Nagar,"Jaipur Airport, Jaipur",8.1,4,2254,2025-12-12,Twin Room,10000.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-26,king Smoke-free property Garden About us Nestled in the vibrant area of Amer,8100.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-26,king Free WiFi See details Original Price,8415.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-26,King 20 m²,4648.0,INR,,Available,,
Bloom Boutique - Chelon Haveli,"Amer, Jaipur",9.1,3,1217,2025-12-26,Suite 41 m²,4655.0,INR,,Available,,
Hotel Highway King Bagru,"Bichpari, Jaipur",8.0,3,235,2025-12-22,King Double Room,3176.0,INR,Garden View;Parking;Air Conditioning;WiFi,Available,Non-refundable,
The Grand Anukampa Richi Rich Studio,"Shyam Nagar, Jaipur",7.1,4,446,2025-12-22,No Rooms Found,,INR,,Not Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-14,king Very good facilities - rated 8,1062.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-14,king Express check-in Free WiFi See details Cheapest price you,27042.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-14,king Express check-in Free WiFi See details Original Price,27042.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-14,king bed Electric kettle Private bathroom Hair dryer Shower Air conditioning Balcony,1062.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-14,Single Bedroom Garden Villa 209 m²,1062.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-14,king Express check-in Free WiFi See details Last minute price drop,29101.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-14,Luxury Pool,1062.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-14,Luxury Pool and Spa Villa Max 3 adults,1062.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-14,king Express check-in Free WiFi See details,38675.0,INR,,Available,,
"Tree of Life - Resort & Spa, Jaipur","Spa, Jaipur",8.4,5,164,2025-12-14,Luxury Garden,18104.0,INR,,Available,,
Gypsy Monkey,"Sindhi Camp, Jaipur",8.3,2,1655,2025-12-19,Deluxe Room,,INR,,Not Available,,
Milestone 251,"Bani Park, Jaipur",8.7,3,778,2025-12-15,Premium,3222.0,INR,Parking;Free Wi-Fi;Breakfast;WiFi;Balcony;Minibar;City View;Air Conditioning,Available,,Breakfast Included
